# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 240:         4.790       52.318      -3.30  SCHIPHOL
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# DR       = Precipitation duration (in 0.1 hour); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHX      = Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHXH     = Hourly division in which RHX was measured; 
# EV24     = Potential evapotranspiration (Makkink) (in 0.1 mm); 
# 
# STN,YYYYMMDD,   DR,   RH,  RHX, RHXH, EV24
# 
  240,20110827,   28,  114,   41,   12,   14
  240,20110828,   48,  132,   21,   24,   15
  240,20110829,   20,   31,   11,    9,   12
  240,20110830,    8,   13,    8,   10,   13
  240,20110831,    0,   -1,   -1,    3,   18
  240,20110901,    0,    0,    0,    1,   22
  240,20110902,    0,    0,    0,    1,   29
  240,20110903,    1,    1,    1,   24,   30
  240,20110904,   20,   58,   46,    1,   15
  240,20110905,    9,   24,   13,   23,   22
  240,20110906,   84,  139,   39,   20,    7
  240,20110907,   13,   25,    9,   23,   17
  240,20110908,   18,   44,   13,   10,    7
  240,20110909,    0,   -1,   -1,   22,    9
  240,20110910,    9,   20,   19,   21,   21
  240,20110911,    4,    9,    5,   13,   14
  240,20110912,    6,    6,    3,    6,   12
  240,20110913,    9,   14,    7,   21,   20
  240,20110914,    0,    0,    0,    1,   15
  240,20110915,    0,    0,    0,    1,   25
  240,20110916,    1,    7,    7,   17,   21
  240,20110917,   21,   46,   25,   16,    7
  240,20110918,   36,   83,   38,   12,   12
  240,20110919,    3,    5,    5,    4,   19
  240,20110920,    0,   -1,   -1,    9,    8
  240,20110921,    0,   -1,   -1,   15,    7
  240,20110922,    0,   -1,   -1,    2,   20
  240,20110923,    0,    0,    0,    1,   22
  240,20110924,    0,    0,    0,    1,   22
  240,20110925,    0,    0,    0,    1,   23
  240,20110926,    4,    4,    4,   16,   16
  240,20110927,    0,    0,    0,    1,   13
  240,20110928,    0,    0,    0,    1,   24
  240,20110929,    0,    0,    0,    1,   24
  240,20110930,    0,    0,    0,    1,   24
  240,20111001,    0,    0,    0,    1,   21
  240,20111002,    0,    0,    0,    1,   22
  240,20111003,    0,    0,    0,    1,   14
  240,20111004,    0,   -1,   -1,   10,   11
  240,20111005,    3,    1,    1,   21,    8
  240,20111006,   43,   69,   17,    5,   11
  240,20111007,   52,  112,   20,    3,   12
  240,20111008,   25,   32,    9,    2,   11
  240,20111009,   49,   41,   14,   13,    4
  240,20111010,    4,    5,    5,    1,    8
  240,20111011,   43,   30,    9,   17,    3
  240,20111012,  154,  148,   17,    3,    3
  240,20111013,    0,    0,    0,    1,   14
  240,20111014,    0,    0,    0,    1,   15
  240,20111015,    0,    0,    0,    1,   15
  240,20111016,    0,    0,    0,    1,   15
  240,20111017,    0,    0,    0,    1,   10
  240,20111018,   64,   76,   28,    6,   10
  240,20111019,   37,  144,   84,   10,    5
  240,20111020,   35,   52,   21,   17,    8
  240,20111021,    0,    0,    0,    1,   12
  240,20111022,    0,    0,    0,    1,   12
  240,20111023,    0,    0,    0,    1,   12
  240,20111024,    0,    0,    0,    1,   13
  240,20111025,   69,   41,    7,   14,    2
  240,20111026,    4,    2,    1,    2,    7
  240,20111027,    0,    0,    0,    1,   10
  240,20111028,    3,    1,    1,    8,    3
  240,20111029,    0,   -1,   -1,   19,    4
  240,20111030,    0,    0,    0,    1,    2
  240,20111031,    0,    0,    0,    1,    9
  240,20111101,   44,   18,    7,   22,   10
  240,20111102,    0,   -1,   -1,    1,    6
  240,20111103,    0,   -1,   -1,   10,    3
  240,20111104,    0,   -1,   -1,    2,   10
  240,20111105,    6,    1,    1,    6,    7
  240,20111106,    0,    0,    0,    1,    3
  240,20111107,    0,    0,    0,    1,    1
  240,20111108,    0,    0,    0,    1,    6
  240,20111109,    0,    0,    0,    1,    4
  240,20111110,    0,    0,    0,    1,    7
  240,20111111,    0,    0,    0,    1,    4
  240,20111112,    0,    0,    0,    1,    7
  240,20111113,    0,    0,    0,    1,    7
  240,20111114,    0,    0,    0,    1,    5
  240,20111115,    0,    0,    0,    1,    5
  240,20111116,    0,    0,    0,    1,    6
  240,20111117,    0,    0,    0,    1,    2
  240,20111118,    0,    0,    0,    1,    4
  240,20111119,    0,    0,    0,    1,    5
  240,20111120,    0,    0,    0,    1,    2
  240,20111121,    0,    0,    0,    1,    2
  240,20111122,    0,   -1,   -1,   24,    5
  240,20111123,    9,    5,    3,    2,    5
  240,20111124,    0,    0,    0,    1,    5
  240,20111125,    7,    5,    4,   11,    2
  240,20111126,    0,    0,    0,    1,    4
  240,20111127,    6,    3,    2,   13,    3
  240,20111128,    0,    0,    0,    1,    5
  240,20111129,   20,    9,    5,   22,    3
  240,20111130,    0,    0,    0,    1,    5
  240,20111201,  100,  137,   29,   22,    2
  240,20111202,   38,   55,   18,    2,    4
  240,20111203,   51,   34,    7,    6,    2
  240,20111204,   13,   19,   11,   21,    2
  240,20111205,   11,   11,    3,    2,    3
  240,20111206,   20,   30,    6,   23,    3
  240,20111207,   52,  100,   44,    7,    2
  240,20111208,   30,   73,   54,   22,    1
  240,20111209,   13,   24,   20,   20,    3
  240,20111210,    0,   -1,   -1,    1,    4
  240,20111211,    0,   -1,   -1,   14,    2
  240,20111212,   50,   31,    8,    2,    4
  240,20111213,   82,  131,   30,    9,    4
  240,20111214,   50,   66,   31,    7,    2
  240,20111215,   44,   57,   13,   14,    1
  240,20111216,  122,   84,   13,    6,    1
  240,20111217,   27,   63,   33,   19,    4
  240,20111218,   50,   90,   15,    2,    2
  240,20111219,   83,   63,   11,    5,    3
  240,20111220,   36,   41,   10,    8,    3
  240,20111221,    2,    3,    3,   24,    1
  240,20111222,   49,   16,    4,    8,    2
  240,20111223,   57,   54,   15,   21,    1
  240,20111224,   39,   56,   13,    1,    3
  240,20111225,    2,    2,    2,    5,    4
  240,20111226,    0,    0,    0,    1,    4
  240,20111227,    0,    0,    0,    1,    2
  240,20111228,    0,   -1,   -1,   12,    1
  240,20111229,   25,   56,   28,   20,    1
  240,20111230,   30,   40,   10,    6,    3
  240,20111231,   47,   23,    8,    4,    2
  240,20120101,   91,  160,   31,   17,    2
  240,20120102,    5,   28,   24,   13,    3
  240,20120103,   61,   87,   31,   14,    1
  240,20120104,   56,   44,   10,   21,    3
  240,20120105,   27,   70,   18,   16,    2
  240,20120106,    7,    9,    3,    7,    3
  240,20120107,   24,   15,    6,    8,    2
  240,20120108,    0,   -1,   -1,   24,    3
  240,20120109,   30,   14,    6,    3,    2
  240,20120110,    0,    0,    0,    1,    3
  240,20120111,   13,    7,    3,    9,    1
  240,20120112,    0,   -1,   -1,   12,    2
  240,20120113,    2,    2,    2,    3,    5
  240,20120114,    0,    0,    0,    1,    4
  240,20120115,    0,    0,    0,    1,    4
  240,20120116,    0,    0,    0,    1,    4
  240,20120117,    0,    0,    0,    1,    5
  240,20120118,   49,   19,    3,   14,    1
  240,20120119,   81,   93,   25,    6,    2
  240,20120120,   13,   15,    6,   13,    3
  240,20120121,   40,   29,    7,    3,    3
  240,20120122,   13,   14,    7,    9,    2
  240,20120123,   16,   30,   15,   20,    6
  240,20120124,    0,    0,    0,    1,    2
  240,20120125,    0,   -1,   -1,    4,    3
  240,20120126,   47,   50,   21,   16,    1
  240,20120127,    0,   -1,   -1,   11,    6
  240,20120128,    1,    2,    2,    5,    4
  240,20120129,    0,    0,    0,    1,    3
  240,20120130,   13,    4,    2,   22,    1
  240,20120131,    0,    0,    0,    1,    5
  240,20120201,    0,    0,    0,    1,    6
  240,20120202,    0,    0,    0,    1,    6
  240,20120203,   29,   51,   27,   12,    2
  240,20120204,    0,    0,    0,    1,    6
  240,20120205,    0,    0,    0,    1,    4
  240,20120206,    0,    0,    0,    1,    6
  240,20120207,    0,    0,    0,    1,    5
  240,20120208,    0,    0,    0,    1,    4
  240,20120209,    0,    0,    0,    1,    2
  240,20120210,    0,    0,    0,    1,    7
  240,20120211,    0,    0,    0,    1,    7
  240,20120212,   22,   13,    3,   14,    2
  240,20120213,   68,   39,    6,   17,    4
  240,20120214,   26,   20,    7,   20,    5
  240,20120215,   33,   27,    7,   14,    4
  240,20120216,   27,   12,    3,    6,    4
  240,20120217,   10,    7,    4,    2,    8
  240,20120218,   36,   25,    8,   19,    4
  240,20120219,    2,    2,    2,    2,    9
  240,20120220,    0,    0,    0,    1,   10
  240,20120221,    0,    0,    0,    1,    9
  240,20120222,   30,   36,   17,   20,    8
  240,20120223,    8,    2,    2,    3,    8
  240,20120224,    0,   -1,   -1,   18,    5
  240,20120225,    0,   -1,   -1,   21,   13
  240,20120226,    2,    1,    1,    5,    5
  240,20120227,    0,    0,    0,    1,    4
  240,20120228,    0,   -1,   -1,    3,    3
  240,20120229,    0,   -1,   -1,    5,    4
  240,20120301,    0,    0,    0,    1,    4
  240,20120302,    0,    0,    0,    1,   12
  240,20120303,    0,   -1,   -1,   20,    6
  240,20120304,   44,   33,   12,   19,    6
  240,20120305,   41,   28,   10,    2,    3
  240,20120306,    0,    0,    0,    1,   10
  240,20120307,   71,  110,   25,   15,    2
  240,20120308,    0,    0,    0,    1,   11
  240,20120309,    0,    0,    0,    1,    9
  240,20120310,   26,   13,    4,    6,    9
  240,20120311,    0,    0,    0,    1,   19
  240,20120312,    0,    0,    0,    1,   16
  240,20120313,    0,    0,    0,    1,    4
  240,20120314,    0,    0,    0,    1,    4
  240,20120315,    0,    0,    0,    1,   20
  240,20120316,    0,    0,    0,    1,    8
  240,20120317,    2,    1,    1,   20,   11
  240,20120318,   20,   14,    5,   11,    5
  240,20120319,    0,    0,    0,    1,   20
  240,20120320,    0,    0,    0,    1,   19
  240,20120321,    0,    0,    0,    1,   22
  240,20120322,    0,    0,    0,    1,   24
  240,20120323,    0,    0,    0,    1,   25
  240,20120324,    0,    0,    0,    1,   22
  240,20120325,    0,    0,    0,    1,   23
  240,20120326,    0,    0,    0,    1,   25
  240,20120327,    0,    0,    0,    1,   24
  240,20120328,    0,    0,    0,    1,   26
  240,20120329,    0,    0,    0,    1,   11
  240,20120330,    0,   -1,   -1,    4,    6
  240,20120331,    2,    1,    1,   12,   15
  240,20120401,    0,    0,    0,    1,   17
  240,20120402,    0,    0,    0,    1,   16
  240,20120403,    7,    4,    4,   24,   21
  240,20120404,    2,    1,    1,   18,    5
  240,20120405,    0,    0,    0,    1,   15
  240,20120406,   31,   12,    6,   21,   22
  240,20120407,   16,    9,    4,    6,   11
  240,20120408,   38,   26,   11,   24,   19
  240,20120409,  157,   92,   11,   22,    6
  240,20120410,   61,   35,    8,    3,   15
  240,20120411,    6,    2,    1,   16,   23
  240,20120412,    0,   -1,   -1,   11,   26
  240,20120413,    0,    0,    0,    1,   13
  240,20120414,    0,    0,    0,    1,   25
  240,20120415,    0,    0,    0,    1,   19
  240,20120416,    0,    0,    0,    1,   22
  240,20120417,   34,   17,    5,   16,   11
  240,20120418,    9,    8,    4,   20,   17
  240,20120419,   26,   19,    8,   16,   13
  240,20120420,    9,   23,   16,   13,   12
  240,20120421,   15,   15,   10,    5,   17
  240,20120422,    2,    2,    2,    3,   28
  240,20120423,   46,   67,   21,    3,   19
  240,20120424,   43,   65,   26,   11,   16
  240,20120425,   25,   15,    7,   14,   17
  240,20120426,    7,   27,   21,   13,   20
  240,20120427,    0,   -1,   -1,    1,   29
  240,20120428,   46,  110,   50,    6,    3
  240,20120429,    4,    2,    2,   15,   14
  240,20120430,    0,    0,    0,    1,   38
  240,20120501,   27,  108,   59,    7,   14
  240,20120502,    2,    2,    2,   24,   27
  240,20120503,    0,    0,    0,    1,    8
  240,20120504,    0,    0,    0,    1,    7
  240,20120505,    0,    0,    0,    1,   13
  240,20120506,    0,    0,    0,    1,   29
  240,20120507,    0,    0,    0,    1,   27
  240,20120508,   65,   38,    8,    7,   12
  240,20120509,   24,   35,   25,    5,   20
  240,20120510,   59,   33,    9,    8,   15
  240,20120511,    0,   -1,   -1,    1,   28
  240,20120512,    4,    2,    1,    5,   31
  240,20120513,    0,    0,    0,    1,   36
  240,20120514,   29,   34,   17,   23,   35
  240,20120515,   60,  181,   48,   19,   28
  240,20120516,   20,   30,   14,    4,   30
  240,20120517,    0,    0,    0,    1,   25
  240,20120518,    3,    4,    4,   18,   21
  240,20120519,    0,   -1,   -1,    1,   33
  240,20120520,   43,  154,  116,    6,   25
  240,20120521,    0,    0,    0,    1,   38
  240,20120522,    0,    0,    0,    1,   45
  240,20120523,    0,    0,    0,    1,   49
  240,20120524,    0,    0,    0,    1,   49
  240,20120525,    0,    0,    0,    1,   52
  240,20120526,    0,    0,    0,    1,   53
  240,20120527,    0,    0,    0,    1,   52
  240,20120528,    0,    0,    0,    1,   49
  240,20120529,    0,   -1,   -1,    1,   19
  240,20120530,    0,    0,    0,    1,   39
  240,20120531,   36,   64,   28,   16,   10
  240,20120601,    5,    2,    2,    7,   25
  240,20120602,    0,    0,    0,    1,   39
  240,20120603,   99,   79,   16,    5,    6
  240,20120604,   92,  108,   25,   11,   10
  240,20120605,    0,    0,    0,    1,   25
  240,20120606,   91,  107,   19,   21,   25
  240,20120607,   22,   33,   20,   19,   24
  240,20120608,    3,   22,   21,   13,   32
  240,20120609,    7,    7,    6,    4,   10
  240,20120610,    0,   -1,   -1,    1,   35
  240,20120611,   41,   88,   41,   18,   30
  240,20120612,    0,    0,    0,    1,   18
  240,20120613,    0,    0,    0,    1,   36
  240,20120614,    0,    0,    0,    1,   36
  240,20120615,   38,  110,   50,   14,   12
  240,20120616,   26,   32,   15,    3,   38
  240,20120617,    0,    0,    0,    1,   42
  240,20120618,   31,  106,   47,    7,   21
  240,20120619,    0,    0,    0,    1,   38
  240,20120620,    0,    0,    0,    1,   42
  240,20120621,   23,   85,   76,   19,   26
  240,20120622,    7,   31,   16,   13,   34
  240,20120623,    0,    0,    0,    1,   41
  240,20120624,   95,  100,   21,    5,   14
  240,20120625,    0,    0,    0,    1,   23
  240,20120626,    0,    0,    0,    1,   47
  240,20120627,    1,    1,    1,   11,   17
  240,20120628,    0,   -1,   -1,    1,   32
  240,20120629,    0,    0,    0,    1,   34
  240,20120630,    0,    0,    0,    1,   39
  240,20120701,    0,    0,    0,    1,   33
  240,20120702,    0,    0,    0,    1,   41
  240,20120703,    7,    3,    2,   20,   29
  240,20120704,    0,    0,    0,    1,   38
  240,20120705,    5,    1,    1,   22,   42
  240,20120706,   11,   10,    5,   19,   25
  240,20120707,   13,   27,   15,   22,   39
  240,20120708,   62,  143,   77,   14,   17
  240,20120709,   13,   26,    9,   14,   17
  240,20120710,    5,    7,    6,   23,   23
  240,20120711,   50,  249,   87,    5,   25
  240,20120712,   51,  323,  131,    5,   35
  240,20120713,   93,   86,   22,    7,   23
  240,20120714,   52,   90,   27,    8,   15
  240,20120715,   17,   46,   29,   12,   28
  240,20120716,  116,  207,   53,   14,   16
  240,20120717,    0,    0,    0,    1,   16
  240,20120718,   37,   97,   39,   21,   14
  240,20120719,   10,   24,   12,    5,   22
  240,20120720,    0,   -1,   -1,    1,   40
  240,20120721,    0,    0,    0,    1,   30
  240,20120722,    0,    0,    0,    1,   42
  240,20120723,    0,    0,    0,    1,   48
  240,20120724,    0,    0,    0,    1,   51
  240,20120725,    0,    0,    0,    1,   49
  240,20120726,    0,    0,    0,    1,   47
  240,20120727,   47,   92,   50,   21,   33
  240,20120728,    0,    0,    0,    1,   19
  240,20120729,   18,   77,   36,   21,   39
  240,20120730,   14,   10,    4,   23,   39
  240,20120731,   54,   60,   21,   21,   13
  240,20120801,   38,   37,   16,   18,   38
  240,20120802,   11,   96,   47,    3,   29
  240,20120803,   17,   22,   10,    4,   42
  240,20120804,    5,   53,   33,   12,   30
  240,20120805,   38,  155,   59,    9,   20
  240,20120806,   16,   64,   23,   11,   28
  240,20120807,   19,  142,   71,    5,   21
  240,20120808,    0,   -1,   -1,    1,   22
  240,20120809,    0,    0,    0,    1,   31
  240,20120810,    0,    0,    0,    1,   37
  240,20120811,    0,    0,    0,    1,   30
  240,20120812,    0,    0,    0,    1,   42
  240,20120813,    0,   -1,   -1,    1,   26
  240,20120814,    0,    0,    0,    1,   25
  240,20120815,    3,   13,   13,   19,   37
  240,20120816,    0,    0,    0,    1,   30
  240,20120817,    0,    0,    0,    1,   35
  240,20120818,    0,    0,    0,    1,   43
  240,20120819,    2,    1,    1,   21,   39
  240,20120820,    0,    0,    0,    1,   37
  240,20120821,    2,    1,    1,   22,   28
  240,20120822,    0,    0,    0,    1,   30
  240,20120823,    0,    0,    0,    1,   33
  240,20120824,   20,   23,   10,   23,   23
  240,20120825,   36,  174,   37,   15,   19
  240,20120826,   35,  196,   71,    6,   18
  240,20120827,    0,    0,    0,    1,   31
  240,20120828,   12,   17,   11,    1,   25
  240,20120829,    6,    7,    5,   23,   32
  240,20120830,   39,  123,   44,   18,   21
  240,20120831,   44,   78,   30,    3,   20
  240,20120901,    3,    1,    1,    3,   29
  240,20120902,    0,    0,    0,    1,   19
  240,20120903,    0,    0,    0,    1,   29
  240,20120904,    0,    0,    0,    1,   31
  240,20120905,    0,    0,    0,    1,   24
  240,20120906,    0,    0,    0,    1,   22
  240,20120907,    0,    0,    0,    1,   30
  240,20120908,    0,    0,    0,    1,   28
  240,20120909,    0,    0,    0,    1,   33
  240,20120910,    2,    1,    1,    7,   18
  240,20120911,   20,   35,   16,   10,   16
  240,20120912,   60,  207,   56,   23,   22
  240,20120913,    0,    0,    0,    1,   19
  240,20120914,    1,    4,    4,   13,   11
  240,20120915,    0,    0,    0,    1,   19
  240,20120916,    0,    0,    0,    1,   13
  240,20120917,    0,    0,    0,    1,   16
  240,20120918,   52,   71,   30,    7,   14
  240,20120919,   22,   48,   17,   13,   15
  240,20120920,    9,   23,   10,    2,   10
  240,20120921,   12,    5,    3,   23,   12
  240,20120922,   17,   39,   20,    3,   21
  240,20120923,   30,   21,   12,   17,   11
  240,20120924,   45,   86,   30,    2,   10
  240,20120925,    8,   26,   16,   14,   17
  240,20120926,    0,   -1,   -1,    1,   16
  240,20120927,    8,    9,    7,   12,   10
  240,20120928,   26,   50,   18,    2,   18
  240,20120929,    2,    1,    1,    1,   19
  240,20120930,    0,    0,    0,    1,   18
  240,20121001,   18,    9,    3,   14,   11
  240,20121002,    4,    3,    1,    4,   15
  240,20121003,   62,   46,   12,   11,    6
  240,20121004,   47,   69,   28,   18,   13
  240,20121005,  115,  144,   38,    6,    9
  240,20121006,   80,  145,   45,    5,   14
  240,20121007,    0,    0,    0,    1,   15
  240,20121008,    0,    0,    0,    1,   11
  240,20121009,    0,    0,    0,    1,   12
  240,20121010,    0,    0,    0,    1,    8
  240,20121011,    3,    1,    1,   24,   16
  240,20121012,   59,   94,   21,    3,    5
  240,20121013,   78,  103,   26,   18,    3
  240,20121014,   79,  142,   24,   21,    8
  240,20121015,   17,   48,   31,    1,   12
  240,20121016,   10,    2,    1,    6,   10
  240,20121017,   24,   13,    8,    8,    5
  240,20121018,   66,   82,   39,   24,    2
  240,20121019,   28,   46,   23,    2,   12
  240,20121020,   18,    9,    4,    5,    4
  240,20121021,   28,   12,    5,    1,    3
  240,20121022,    0,    0,    0,    1,   12
  240,20121023,    0,    0,    0,    1,    9
  240,20121024,    9,    4,    3,    2,    5
  240,20121025,    0,    0,    0,    1,    5
  240,20121026,    0,    0,    0,    1,    9
  240,20121027,    0,   -1,   -1,    1,   10
  240,20121028,    6,    1,    1,   20,    8
  240,20121029,  131,  159,   26,   16,    3
  240,20121030,   27,   28,   21,    1,    4
  240,20121031,    0,    0,    0,    1,    8
  240,20121101,   19,   17,    6,   23,    3
  240,20121102,    8,   13,    7,   21,    6
  240,20121103,   23,   25,    8,   23,    4
  240,20121104,   50,  123,   47,   15,    3
  240,20121105,   54,  138,   68,    1,    5
  240,20121106,   84,   85,   23,   19,    7
  240,20121107,   12,    2,    1,    1,    3
  240,20121108,    4,    1,    1,    5,    4
  240,20121109,    0,   -1,   -1,    1,    3
  240,20121110,   39,   54,   29,   23,    1
  240,20121111,   12,    8,    6,    2,    8
  240,20121112,    0,    0,    0,    1,    5
  240,20121113,    0,    0,    0,    1,    2
  240,20121114,    0,    0,    0,    1,    6
  240,20121115,    0,    0,    0,    1,    2
  240,20121116,    0,    0,    0,    1,    2
  240,20121117,   27,   10,    5,   23,    2
  240,20121118,   34,   34,   12,    4,    4
  240,20121119,    0,    0,    0,    1,    2
  240,20121120,    0,    0,    0,    1,    5
  240,20121121,   18,    6,    2,   15,    3
  240,20121122,    0,    0,    0,    1,    7
  240,20121123,   52,   31,    9,    9,    1
  240,20121124,   50,   14,    5,   18,    3
  240,20121125,   11,    4,    1,    4,    3
  240,20121126,   22,   12,    3,   12,    3
  240,20121127,    0,   -1,   -1,    1,    2
  240,20121128,    4,    3,    3,   14,    4
  240,20121129,    6,    4,    2,   15,    4
  240,20121130,   22,   29,   15,   20,    4
  240,20121201,  105,  134,   25,   16,    2
  240,20121202,   55,   46,   12,   24,    2
  240,20121203,   56,   20,    6,    8,    1
  240,20121204,   16,   26,   18,   12,    2
  240,20121205,   32,   28,    7,   14,    3
  240,20121206,   10,    5,    3,    4,    4
  240,20121207,   66,   62,   11,    5,    1
  240,20121208,   19,    7,    4,   24,    5
  240,20121209,   88,   57,   15,    4,    2
  240,20121210,    9,    8,    3,    6,    1
  240,20121211,    4,    5,    5,   19,    4
  240,20121212,   51,   63,   19,    3,    2
  240,20121213,    0,    0,    0,    1,    2
  240,20121214,   46,   83,   21,   16,    1
  240,20121215,   18,   12,    5,   21,    2
  240,20121216,   47,   34,    9,    6,    2
  240,20121217,   28,   28,   14,   12,    1
  240,20121218,   14,   19,   17,    6,    1
  240,20121219,    0,    0,    0,    1,    1
  240,20121220,  104,   33,    4,   16,    1
  240,20121221,   52,   26,    6,   19,    1
  240,20121222,  124,  140,   35,   24,    1
  240,20121223,   79,   85,   30,    5,    2
  240,20121224,   52,   27,    8,   24,    1
  240,20121225,   88,  120,   26,    2,    2
  240,20121226,   50,   63,   27,   20,    3
  240,20121227,   12,    7,    5,   17,    2
  240,20121228,   44,   17,    5,   13,    2
  240,20121229,    0,   -1,   -1,    1,    4
  240,20121230,    3,    3,    2,    7,    3
  240,20121231,   77,   78,   17,   23,    1
  240,20130101,   64,   81,   18,    2,    3
  240,20130102,   16,    4,    3,   24,    4
  240,20130103,    5,    1,    1,    8,    3
  240,20130104,    0,    0,    0,    1,    1
  240,20130105,   19,    3,    1,   15,    1
  240,20130106,    0,    0,    0,    1,    4
  240,20130107,    0,   -1,   -1,   10,    1
  240,20130108,   18,    3,    2,   23,    1
  240,20130109,  118,   62,   13,    9,    1
  240,20130110,   21,   29,   15,   19,    4
  240,20130111,    0,   -1,   -1,   19,    2
  240,20130112,    0,    0,    0,    1,    4
  240,20130113,    0,   -1,   -1,   23,    5
  240,20130114,    0,   -1,   -1,   15,    3
  240,20130115,   98,   58,   14,    6,    2
  240,20130116,    0,    0,    0,    1,    5
  240,20130117,    0,   -1,   -1,    1,    2
  240,20130118,    0,   -1,   -1,    1,    2
  240,20130119,    0,    0,    0,    1,    2
  240,20130120,   49,   37,   13,   16,    1
  240,20130121,   34,   13,    5,    1,    1
  240,20130122,    0,    0,    0,    1,    4
  240,20130123,    0,    0,    0,    1,    2
  240,20130124,    0,    0,    0,    1,    4
  240,20130125,    0,    0,    0,    1,    6
  240,20130126,   24,   11,    5,   13,    2
  240,20130127,   76,   44,    8,    9,    2
  240,20130128,   27,   17,    8,   22,    7
  240,20130129,   42,   37,   16,   20,    2
  240,20130130,   70,   36,    8,    4,    5
  240,20130131,   26,   35,   14,    9,    5
  240,20130201,   69,   45,   10,   12,    2
  240,20130202,   19,   20,    5,    6,    7
  240,20130203,   35,    6,    2,   14,    3
  240,20130204,   28,    7,    3,    7,    8
  240,20130205,   31,   43,   16,    5,    5
  240,20130206,   41,   47,   16,    1,    7
  240,20130207,   36,   46,   10,   12,    5
  240,20130208,    7,   10,    9,    1,    7
  240,20130209,   49,   21,    9,   14,    3
  240,20130210,   27,   16,    7,    4,    7
  240,20130211,    0,    0,    0,    1,    5
  240,20130212,    0,   -1,   -1,   21,    6
  240,20130213,    0,    0,    0,    1,    8
  240,20130214,   65,   25,    4,   12,    2
  240,20130215,   10,    4,    2,    9,    7
  240,20130216,   11,   11,    8,    5,    5
  240,20130217,    0,    0,    0,    1,   10
  240,20130218,    0,    0,    0,    1,    9
  240,20130219,   13,    2,    1,   15,    3
  240,20130220,    0,    0,    0,    1,    7
  240,20130221,    0,    0,    0,    1,    8
  240,20130222,    0,    0,    0,    1,    9
  240,20130223,    5,    1,    1,   24,    4
  240,20130224,   80,   20,    4,    2,    2
  240,20130225,    0,   -1,   -1,   17,    2
  240,20130226,    0,    0,    0,    1,    5
  240,20130227,    0,    0,    0,    1,    6
  240,20130228,    0,    0,    0,    1,    5
  240,20130301,   11,    3,    2,    4,    4
  240,20130302,    0,    0,    0,    1,    5
  240,20130303,    4,    1,    1,    4,    6
  240,20130304,    0,    0,    0,    1,   16
  240,20130305,    0,    0,    0,    1,   17
  240,20130306,    0,   -1,   -1,    8,   10
  240,20130307,   24,    5,    2,   21,    7
  240,20130308,   26,   11,    5,   22,   12
  240,20130309,  240,  224,   19,    7,    2
  240,20130310,   35,   18,    5,    1,    2
  240,20130311,    0,   -1,   -1,    1,    4
  240,20130312,    0,    0,    0,    1,   12
  240,20130313,    7,    4,    2,    9,   12
  240,20130314,    6,    5,    3,    2,   13
  240,20130315,   64,   32,    9,   13,    4
  240,20130316,   31,   18,    8,    2,    8
  240,20130317,   30,   28,   16,   16,    8
  240,20130318,   56,   40,   14,    2,   12
  240,20130319,    0,    0,    0,    1,    6
  240,20130320,    0,   -1,   -1,   22,    7
  240,20130321,    7,    4,    3,   12,   12
  240,20130322,    0,    0,    0,    1,   13
  240,20130323,    0,    0,    0,    1,   12
  240,20130324,    0,    0,    0,    1,   12
  240,20130325,    0,    0,    0,    1,   15
  240,20130326,    0,    0,    0,    1,   19
  240,20130327,    0,    0,    0,    1,   20
  240,20130328,    0,   -1,   -1,   19,   15
  240,20130329,    0,   -1,   -1,    7,   10
  240,20130330,    0,   -1,   -1,    4,   10
  240,20130331,    0,   -1,   -1,    8,   16
  240,20130401,    0,    0,    0,    1,   23
  240,20130402,    0,    0,    0,    1,   24
  240,20130403,    0,    0,    0,    1,   24
  240,20130404,    0,   -1,   -1,   20,    4
  240,20130405,    0,    0,    0,    1,   18
  240,20130406,    0,    0,    0,    1,   21
  240,20130407,    0,    0,    0,    1,   23
  240,20130408,    0,    0,    0,    1,   20
  240,20130409,   18,    9,    6,   14,   13
  240,20130410,    6,    5,    5,    1,    8
  240,20130411,   65,   39,   15,    3,    4
  240,20130412,   44,  126,   66,   14,    8
  240,20130413,   41,   12,    3,   20,   20
  240,20130414,   20,   11,    7,    7,   24
  240,20130415,    6,    6,    6,    9,   23
  240,20130416,    0,    0,    0,    1,   15
  240,20130417,    0,   -1,   -1,    9,   19
  240,20130418,    0,    0,    0,    1,   34
  240,20130419,    2,    2,    2,   10,   16
  240,20130420,    0,    0,    0,    1,   32
